Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
"Wałbrzych - Poland, walking in Wałbrzych | 4K",2021-08-19T16:00:12Z,11947,157,35,"['Wałbrzych', 'Poland', 'Sudetes', 'nazigoldtrain', 'goldtrain', 'mine', 'Polska', 'walkingtours', 'sightseeing', 'citysightseeing', 'hiking', 'touring', 'treadmillwalk', 'travelinspires']",19,UChTbfkYOzZhuoa6ALdLGHyw,PT22M33S,"{'latitude': 50.7840092, 'longitude': 16.2843553, 'altitude': 0}",hd,DBX864wegyc
"POLAND is AMAZING! Wawel Castle & Kazimierz, Krakow Poland 2022",2022-05-19T17:30:04Z,32842,1116,116,"['krakow poland 2022', 'krakow 2022', 'poland 2022', 'krakow poland vlog', 'krakow poland travel vlog', 'krakow poland 2021', 'Krakow Poland travel', 'krakow travel vlog', 'krakow polska', 'polska 2022', 'polska Kraków', 'krakow poland', 'crakow', 'travel poland 2022', 'poland travel vlog', 'poland travel 2022', 'cracow 2022', 'cracow poland 2022', 'krakow polska vlog', 'poland travel video', 'gotime travels', 'krakow 4k', 'poland vlog', 'poland travel', 'visit krakow', 'krakow old town', 'krakow vlog', 'krakow travel', 'vlog']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT19M11S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,_oyIo7w3e1s
The BEST of Southern POLAND! | Van Life Travel Vlog,2021-12-11T15:11:29Z,8805,410,148,"['vanlife', 'vanlifecouple', 'vanlifeuk', 'vanlifepoland', 'travelpoland', 'visit Poland', 'vanlifeeurope', 'krakow', 'tatranationalpark', 'morskieoko', 'mountains trek', 'explore Poland', 'trek Poland']",1,UCLdSEnzWlz26FgWfFVXPOnw,PT24M54S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,6G0-GaijtRk
AMERICAN DAD TRYING SNACKS FROM POLAND 🇵🇱: WYPIEKARNIA BAJGLE!,2022-02-03T12:24:20Z,1334,63,10,[],24,UC7lO2KW-PzyWvne6sRR2Upw,PT58S,{},hd,w3jMG1iCwpw
The Edge of Europe: On patrol at the Poland-Belarus border,2022-01-29T15:00:13Z,20763,812,238,"['UnHerd', 'UnHerd Freddie Sayers', 'UnHerd covid', 'Ukraine', 'ukraine crisis', 'ukraine russia conflict explained', 'ukraine vs russia military power', 'ukraine invasion', 'ukraine news live', 'ukraine border', 'ukraine president', 'ukraine russia conflict', 'russia', 'news', 'putin', 'nato', 'Poland Belarus', 'poland belarus border', 'poland belarus border explained', 'poland belarus border crisis', 'poland belarus migrants', 'Lukashenko', 'lukashenko interview bbc', 'putin ukraine', 'putin biden', 'ukraine russia explained']",25,UCMxiv15iK_MFayY_3fU9loQ,PT12M59S,{},hd,iw1utliGNbk
INDONESIA AT SCHOOL IN POLAND,2023-05-18T07:50:45Z,791,48,3,"['Globe in the Hat', 'Ania Tomczak', 'Globus w Kapeluszu', 'globeinthehat', 'bule polandia', 'bule suka tinggal di indonesia', 'kenapa bule suka tinggal di indonesia', 'indonesia di luar negeri', 'indonesia dan polandia', 'perbandingan indonesia dan polandia', 'sekolah di polandia', 'indonesia di polandia', 'pendidikan orang asli', 'azja w szkole', 'indonezja', 'polska szkoła', 'polish school vlog', 'polacy w indonezji', 'blog podróżniczy', 'living in poland', 'indonesia di sekolah', 'polska indonezja', 'polish school']",19,UCZkVPUf-4-HjaTdrswApBFQ,PT18S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,LVLiqP4T-Uk
US considers sending military jets to Poland | Morning in America,2022-03-07T13:45:29Z,1559,30,16,"['Morning in America', 'News', 'military jets', 'Poland', 'Ukraine', 'Russia', 'invasion', 'war']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT2M36S,{},hd,Of26Nlmy1pY
First Impressions of Poland,2021-08-13T15:39:57Z,1892,95,7,"['polea andm', 'pole and', 'puland', 'polska', 'Sarmatia', 'Scythia', 'Bulania', 'Polans', 'Polandia', 'Bulanda', 'Ba Lan', 'Phollandy', 'Pōrando', 'Rzeczpospolita', 'Polenia']",19,UCmeJyyFb-SQSRGSUMF-GmVA,PT5M33S,"{'latitude': 52.406374, 'longitude': 16.9251681, 'altitude': 0}",hd,y4j9wnhzUkY
WHY I AM IN POLAND🇵🇱,2018-03-14T17:23:24Z,68960,1849,304,"['POLAND', 'krakow', 'americangirl', 'polishgirl', 'malta', 'kamilintravel', 'gonciarz', 'weronikatruszczynska', 'chiny', 'polska', 'warszawa', 'cracow', 'warsaw', 'ukrain', 'younggirl', 'girl', 'dailyvlog', 'travelvlog', 'caseyneistat', 'japan', 'visitpoland', 'ihatepoland', 'whatimdoing', 'polka', 'polishfood', 'ziemniak', '10factsaboutpoland', 'monamifrost', 'poznan', 'wroclaw', 'gdansk', 'krakowvlog', 'dolnemlyny']",22,UCbPbgT_iBRhtJb_hVqvguuA,PT8M45S,{},hd,3WJ2eilNAZg
Poland in Hearts of Iron 4,2019-03-12T19:40:35Z,367027,14363,1130,"['hearts of iron 4', 'poland', 'parody', '1939', 'strategy', 'world conquest', 'gameplay', 'guide', 'tutorial', 'replay', 'lol', 'funny', 'stop motion', 'film', 'polish tounge twister', 'tank']",20,UCWojaEI9VNQyxTCDHgwE0Qw,PT21S,{},hd,GRM0XPqRoSg
Visiting Chopin in Warsaw | Poland | Travel | Part 1 | Nana,2022-09-25T08:00:18Z,7475,402,162,"['Travel', 'A day with me', 'Highlights', 'touristspot']",22,UCkYRj_18seg6zGsL90ZS1mQ,PT4M55S,{},hd,uMLIuFwXKY0
Poland vs USA: Family,2019-08-29T09:00:09Z,44787,1481,145,"['Poland', 'vs', 'versus', 'USA', 'America', 'Family', 'Culture', 'learn', 'facts', 'about', 'what to do in poland', 'suprising', 'warsaw', 'gdansk', 'lublin', 'tadauez', 'Polish', 'English', 'People', 'cultural', 'what to do', 'travel guide']",22,UCpvLXwMnZUwz8uRD7muGg4g,PT9M33S,{},hd,TFnUMFxLrbc
BAMBI PRZEDPREMIEROWO | Kuba Wojewódzki #shorts,2023-11-23T15:41:29Z,139138,2107,153,"['TVN', 'tvn.pl', 'player', 'player.pl', 'kuba wojewódzki', 'talk show', 'dziennikarz', 'gwiazdy', 'celebryci', 'rozmowa', 'show', 'finał', 'kuba wojewódzki show', 'nowy odcinek', 'wtorek', 'Krzysztof Materna', 'Bambi', 'rap']",24,UCkhF9pRVYFI9aXM2in5JGmg,PT37S,{},hd,zwzhnY9yRRE
💀This is the TRAGIC history of Poland,2022-10-27T21:15:01Z,29087,1728,343,"['poland', 'poland vs russia', 'poland stronk', 'jadwiga', 'jadwiga of poland', 'jadwiga władysław', 'jadwiga jogaila', 'poland history', 'history of poland', 'duchy of warsaw', 'krakow', 'poland geography', ""poland's geography"", 'history', 'poland ukraine', 'ukraine', 'poland ukraine russia', 'ukraine war', 'russia ukraine war', 'putin', 'russia', 'nato', 'kyiv', 'polish history', 'polish', 'countryballs', 'poland lil yachty', 'i took the wock to poland', 'poland geography explained', 'animated history of poland', 'animated history']",27,UCKsM6jApYVFLWdUQ9kdPuTA,PT18M35S,{},hd,bo-jOVO2T8E
Is Poland Europe's Hidden Gem? Why You Absolutely Should Visit Poland!,2023-04-19T13:30:14Z,1700,148,7,"['travel', 'dutch', 'food', 'poland', 'polish cuisine', 'polish food', 'polish culture', 'travel europe', 'travel vlog', 'dutch girl', 'eruope', 'travel poland', 'hiking', 'chapel', 'small town', 'village', 'farm', 'culture', 'european culture']",22,UCqfNz6-QxQ2--fr9QMZxdXg,PT13M45S,{},hd,ZE5XaRDVj1M
"Mielno - Poland, walking in Mielno 4K",2021-06-28T15:00:10Z,13239,70,9,"['Mielno', 'Poland', 'BalticSea', 'Polska', 'beach', 'sea', 'trip', 'travel', '4K', 'walkingtours', 'sightseeing', 'citysightseeing', 'hiking', 'touring', 'travelinspires']",19,UChTbfkYOzZhuoa6ALdLGHyw,PT27M45S,"{'latitude': 54.25998, 'longitude': 16.0622067, 'altitude': 0}",hd,bz8PrlVQ7Fw
The Story of the 5 Lonely Survivor Submarines of Poland’s Navy [WW2],2019-05-17T00:00:04Z,82937,3196,175,"['Gdynia', 'Golf of Gdansk', 'Polish navy', 'Poland WW2', 'free polish government', 'poland stories ww2', 'polish pride', 'poland pride', 'poland history', 'german invasion of poland', 'baltic sea ww2', 'norway ww2', 'world war ii (event)', 'ww2', 'polish heroes', 'polish heroes in ww2', 'das boot', 'submarines', 'submarines ww2', 'polish submarines', 'navy ww2', 'navy facts ww2', 'ships of ww2', 'polish national pride', 'poland national anthem']",27,UCFHhnyA9HGtBxGhtMQ_FEpQ,PT5M49S,{},hd,x9IeC7myrIs
I'm sorry Poland 🇵🇱! Blanka - Solo Reaction | National Final Performance | Eurovision 2023,2023-03-06T20:00:07Z,4711,100,42,"['Teacher Paul reacts', 'eurovision 2023', 'poland eurovision 2023', 'eurovision 2023 reaction', 'poland eurovision 2023 reaction', 'eurovision 2023 poland reaction', 'reaction poland eurovision 2023', 'reacting to poland eurovision 2023', 'blanka solo reaction', 'poland eurovision reaction']",24,UCT99PQ5nkgshVaoBlU5jiKw,PT3M55S,{},hd,dNzEFyrlJcw
How can I come to Poland | Easy way to Migrate Europe | How to Apply for Europe Work Visa | Poland,2021-05-08T17:53:41Z,14777,414,304,"['how can i come to poland', 'how to migrate to europe from india', 'easy way to migrate europe', 'how to migrate to european countries from india', 'how to apply for europe work visa from india', 'easiest european country to migrate from india', 'poland', 'poland visa 2021', 'poland visa', 'poland work permit', 'poland work visa 2021', 'poland work visa', 'how to get a work permit in poland', 'Travel in europe 2021', 'poland work permit visa', 'poland work permit visa 2021', 'life in poland as a foreigner']",27,UCuTW-VCyv4a8B8aReF2_D-A,PT9M59S,{},hd,QOtmKxb39Z8
Niespotykani - Live vocal with backing track | Michał Sołtan,2023-11-21T20:29:42Z,9355,123,30,"['michał sołtan', 'michal soltan', 'michał', 'sołtan', 'balcony live', 'kitchen sink', 'zakochaj się', 'pan sowa', 'dzieje się', 'origami blues', 'spacer', 'people are strange', 'weź', 'niechaj', 'light my fire', 'najlepiej', 'wygrać miłość ma tyle chce ci dac', 'sołtan michał', 'the voice', 'michał sołtan the voice', 'must be the music', 'oskar cyms', 'lanberry', 'tribbs', 'sanah', 'kwiat jabłoni', 'kortez', 'b.r.o', 'artur rojek', 'margaret', 'kaśka sochacka', 'tomek kamiński', 'męskie granie', 'dawid podsiadło', 'sosnowski', 'seibert', 'uniatowski', 'badach']",10,UC-qg2fTfrb8NEn1bWs_sJfQ,PT2M21S,{},hd,pvSSLBxfszc
"LLC in Poland, Limited Liability Company, part 2",2019-10-02T13:15:51Z,1283,12,0,"['Business in Poland', 'Polish business', 'Polish accountant', 'Polish accounting office', 'Polish company', 'company in Poland', 'polish business', 'business in Poland', 'enterprise in Poland', 'polish enterprise', 'LCC in Poland']",27,UCaMRVgk2xImJ0apXljE5Zqw,PT2M20S,{},hd,8wPj-AcMZJ4
To work from India to Poland,2023-06-18T12:56:43Z,80,2,0,"['work in Poland', 'work in poland for foreigners', 'work in poland for indian', 'work in poland without polish', 'migrate to europe', 'migration to europe', 'residency in poland', 'work in poland benefits', 'work in poland as factory worker', 'work in poland for students', 'how to work in poland', 'immigration poland', 'poland work permit visa', 'poland visa work permit', 'poland work permit visa documents', 'how to get a work visa in poland', 'work permit in poland', 'jobs in poland']",22,UCq7-DQHUe2QlnYxwkw1L5pA,PT3M13S,"{'latitude': 52.0145541, 'longitude': 18.5009145, 'altitude': 0}",hd,ZyIqe0meOu8
यहाँ ये सब लीगल है | Facts About Poland | Poland Best places & Tour Guide.,2023-05-10T14:00:43Z,26276,312,6,"[""Let's Explore TV"", 'poland', 'poland travel', 'poland work visa', 'poland 4k', 'history of poland', 'poland work permit', 'usa poland', 'poland travel guide', 'poland vlog', 'life in poland', 'poland tourism', 'poland ukraine', 'poland country', 'poland work permit visa 2023', 'living in poland', '#poland', 'poland work permit visa', 'poland pov', 'poland map', 'poland tank', 'poland desh', 'poland visa', 'pov: poland', 'poland army', 'poland city', 'poland flag', 'poland girl', 'poland hindi', 'poland facts', 'poland beach']",19,UCTwWi42vkExFjiBi8H4Lf-Q,PT8M21S,{},hd,hp38myYGauQ
"Legendia Review, Poland's Rebranded and Rethemed Amusement Park | More Than Just Lech Coaster",2021-11-24T21:30:01Z,5700,224,37,"['Legendia', 'Śląskie', 'Wesołe', 'Miasteczko', 'Slaskie', 'Wesole', 'Katowice', 'Poland', 'Polish', 'Energylandia', 'Amusement', 'Theme', 'Park', 'Theming', 'Themed', 'Ride', 'Rides', 'Attraction', 'Attractions', 'Water', 'Dark', 'Flat', 'Flats', 'Roller', 'Coaster', 'Coasters', 'Bungee', 'Lech', 'Vekoma', 'Footage', '2021', ""Devil's"", 'Devil', 'Devils', 'Loop', 'SBNO', 'Removed', 'Relocated', 'Rethemed', 'City', 'Downtown', 'Overview', 'Walkthrough', 'Tour', 'Tic', 'Tac', 'Tic-Tac', 'Tornado', 'Review', 'Reviewed', 'Rank', 'Ranked', 'Ranking', 'Rate', 'Rated', 'Rating', 'History', 'Analysis', 'Thoughts', 'Tips', 'Guide', 'Bazyliszek', 'Shooting', 'Dolina', 'Jagi', 'Rapids', 'Dream', 'Hunters']",19,UCp8lkxr2Oncfako8CpQ3GAA,PT10M33S,"{'latitude': 50.2734023, 'longitude': 18.9914608, 'altitude': 0}",hd,JFYtI4vxk0A
Poland Math Olympiad Problem | Geometry | 2 Different Methods to Solve,2022-11-28T14:06:05Z,9879,171,12,"['math olympiad problems', 'olympiad mathematics', 'math olympiad', 'olympiad', 'math olympiad questions', 'math olympiad algebra problem', 'math olympiad question', 'math olympiad preparation', 'maths olympiad', 'math problems', 'math olympiad problem', 'maths', 'olympiad problem', 'international math olympiad', 'math olympiad geometry problems', 'olympiad problems', 'olympiad number theory problems', 'international math olympiad problems', 'international mathematical olympiad', 'geometry', 'geometry problem']",27,UCFYcq-QDZg3lHGmdFcnE3Jw,PT11M15S,{},hd,Eh1vnENuc8k
act one - duty ||| the crown of the kings | jadwiga of poland,2020-04-23T14:00:19Z,13167,266,31,"['korona królów', 'kk', 'korona krolow', 'jadwiga', 'the crown of the kings', 'fanvideo']",24,UC26jG3br8NLw_pzX6Z3u12Q,PT4M23S,{},hd,vYANNj__988
"Polish Mechanics Are Crazy, Good.. (Poland to Lithuania Border Crossing)",2022-08-02T10:37:06Z,51786,1632,118,"['Białystok', 'bialystok', 'bialystok poland', 'poland garage', 'poland workshop', 'polish garage', 'mitas', 'mitas e07 plus', 'motorcycle tires', 'poland', 'poland border', 'polska', 'poland motorcycle trip', 'poland motorcycle', 'poland lithuania', 'lithuania', 'poland lithuania border crossing', 'druskininkai lithuania', 'baltic', 'baltics', 'lithuanian bodybuilder', 'bodybuilding', 'motorcycle life', 'motorcycle lifestyle', 'honda motorcycle', 'honda transalp', 'motorcycle', 'motorcycle travel', 'motovlogger', 'pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT17M51S,{},hd,aaTAYB5osv8
Hey Poland ünd Hunga-,2021-03-23T13:43:00Z,62416,2227,267,"['meme', 'countryballs', 'animation', 'Poland', 'Poland memes', 'Hungary', 'PiS', 'European Union', 'Europe', 'Europe vs Poland', 'Europe vs Hungary', 'remake', 'countryballs meme', 'countryballs remake', 'countryballs animation', ""but it's countryballs"", 'dictatorship', 'amogus', 'Among Us memes', 'Among Us remakes', 'sus', 'impostor', 'dank memes', 'funny memes', 'best memes', 'xd', 'countryballs animated', 'strajk kobiet', 'Polish-Hungarian friendship', 'Polish-Hungarian friendship day', '***** ***', '***** pis', 'fresh memes']",23,UCx22mlTERBqxg30j186hOsA,PT24S,{},hd,Cl7_vFWzXPs
Englishman Reacts to... Polish Comedy 1982 - Communist Restaurant,2023-11-26T09:00:40Z,5705,614,145,"['reaction to polish comedy', 'reaction video', 'rob reacts', 'polish comedy', 'polish comedy reaction', 'reaction to poland', 'reaction to poland comedy', 'poland comedy reaction', 'communism', 'polish communist']",23,UCVrkUiSjOmOQ0i9JSI7mawg,PT4M47S,{},hd,wJBZVDK9inQ
Digital Nomad Travel Guide Poland I Freelance Visa I Internet I Cost of Living,2023-06-21T16:00:33Z,370,26,9,"['digital nomad', 'poland', 'freelance visa', 'poland freelance visa', 'digital nomad destination', 'digital nomad destinations 2023', 'poland travel guide', 'poland travel', 'visit poland', 'digital nomad lifestyle', 'digital nomads', 'digital nomad guide', 'work from anywhere', 'digital nomad 2023', 'schengen visa', 'europe visa', 'digital nomad destinations', 'cost of living', 'work and travel', 'travel the world', 'location independent', 'best places for digital nomads', 'best cities for digital nomads']",22,UCmEzJnVFKBssY78bzGzHU8A,PT33M46S,{},hd,cv2JUVnjits
Power of Prayer: McClung family moving to Poland to pursue ministry,2023-02-27T16:43:36Z,95,1,1,[],25,UCp3zquwHVcDdVqeEZEm_o-A,PT3M12S,{},hd,LZKjOO0Kqqw
● Jadwiga of Poland | Mad Queen [AU],2022-06-05T13:00:14Z,1359,45,18,[],1,UC3BPxCRWS0JJrE3343onSMQ,PT1M14S,{},hd,fNJVdj_E-0w
Helping Ukrainian Refugees In Poland,2022-03-18T12:00:09Z,3101,240,50,"['spiritual', 'supernatural', 'hungrygeneration', 'hungrygen', 'christian', 'deliverance', 'poland', 'refugees', 'ukrainian refugees', 'ukrainian refugees in poland', 'ukrainian', 'ukraine refugees poland', 'ukraine refugees', 'refugee', 'refugees from ukraine to poland', 'poland ukraine war refugees (cr)', 'poland refugees', 'poland refugee camp', 'ukrainians', 'ukrainians fleeing', 'ukraine poland', 'refugees dying', 'ukraine refugee crisis', 'poland border', 'ukraine poland border', 'lisa holland', 'poland help', 'helping', 'refugee crisis']",27,UC1DuOQg0-nr99t17Ca8Hlag,PT4M24S,{},hd,GRGDSztMx4M
"A Japanese tried ""Kotlet"" for the first time【Warsaw, Poland】",2022-08-21T19:00:12Z,6265,461,52,[],22,UC6oBqa9UQSQOK6KlokzeezQ,PT8M35S,{},hd,dcqdvDSZv_E
Parents surprise daughter serving overseas on Thanksgiving | Morning in America,2023-11-23T13:14:00Z,1748,92,14,"['WatchMorningInAmerica', 'military', 'service', 'surprise', 'thanksgiving']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT5M42S,{},hd,AIHu3eg0yxs
Why Poland Wants a Massive Fleet of US Apache Helicopters,2022-09-21T13:00:09Z,1782,61,6,"['ah-64 apache', 'ah 64', 'ah 64 apache', 'ah-64e apache to poland', 'poland ah-64e apache', 'ah-64 attack helicopter', 'ah-64a', 'ah-64b', 'ah-64c', 'ah-64d', 'ah-64e', 'ah-64f', 'ah-64e attack helicopter', 'ah-64e to poland', 'poland buy ah-64e apache']",28,UCV-8yg-21LmDPamSWUyr_uQ,PT3M6S,{},hd,EYY4dW8GWkk
Tatra Mountains in Poland - We slept 2 nights in a Mountain Hut Morskie Oko,2022-11-14T19:34:53Z,394,19,4,"['poland tatra mountains', 'Morskie oko', 'zakopane', 'travel poland', 'poland tatra montains', 'poland tatra mountains hiking', 'witch house tatra mountains poland inside', 'poland tatra montains hiking', 'schronisko morskie oko', 'morskie oko trasa', 'morskie oko czarny staw', 'mnich morskie oko', 'travel zakopane', 'tatra national park poland', 'poland photography', 'tatra mountain photography', 'kruvisuals', 'poland travel tips', 'zakopane poland summer', 'poland travel vlog']",19,UClyMm-5Zn7qxkBLxkx08--A,PT8M48S,{},hd,PEbN3tWYwRk
"REACTING TO ""WHY POLAND IS QUIETLY BECOMING EUROPE'S NEXT SUPERPOWER"" - ENGLISH AND POLISH REACTION!",2023-11-24T18:00:25Z,1084,47,10,"['poland', 'polish', 'polska', 'polski', 'polsku', 'react', 'reacting', 'reaction', 'english', 'rudy', 'england', 'visit poland', 'poland travel guide', 'poland travel', 'polish rap reaction', 'sbmaffija', 'sb', 'reakcja', 'REACTION/REAKCJA', 'polish subtitles', 'poland history', 'polish economy', 'polish future']",10,UC0jDSqaBZo5-owXfU6h_ikw,PT21M41S,{},hd,jRrwfZDvnV4
"From Leszno, Poland  to Tanvald, Czechia with the Interslavic language: part 1, Leszno",2022-07-04T09:40:02Z,3315,287,63,"['Zavízofest', 'Interslavic', 'travelling', 'Leszno', 'Slavic']",19,UCShYXuD2TyJlYd9UWUUiYiA,PT17M17S,{},hd,5z2qDbA0sWE
Will US follow Poland's lead and send Ukraine F-16s? | Morning in America,2023-03-17T11:55:43Z,893,23,14,"['WatchMorningInAmerica', 'ukranian war', 'russia ukraine war', 'ukraine news', 'nato', 'ukraine war', 'vladimir putin']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT3M34S,{},hd,mvip9sbw_0Q
Reaction to Eurovision 🇵🇱 POLAND 🇵🇱 (1994 - 2022) Eurovision Song Contest,2022-08-25T15:10:30Z,1607,63,7,"['EurovisionSongContest', 'Eurovision', 'ESC', 'reaction', 'reacción', 'reaccion', 'reacting', 'reaccionando', 'reacts', 'react', 'reacciona', 'FestivalDeEurovision', 'Song', 'Contest', 'Europe']",22,UC0Z9jXF41K8xjuk1L8Wydpg,PT11M54S,{},hd,5pjFO_ARplc
Fake news about Poland during Russian aggression on Ukraine,2022-03-04T17:56:07Z,58523,2515,168,"[""'fake news'"", 'Europe', 'Kyiv', 'Putin', 'Russia', 'Russian', 'Ukraine', 'borders', 'invasion', 'war', 'poland', 'polish', 'polish border', 'poland border', 'fake news about poland', 'refugees', 'refugees in poland', 'disinformation', 'propaganda', 'journalism']",29,UCNUk1cXHtuRzO7zy-V1SBTQ,PT8M54S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,BHvZ3UQ0KF8
History of Poland | but it's Sr Pelo references,2020-08-07T16:00:20Z,2548154,66300,3153,"['countryballs', 'history of poland', ""but it's Sr Pelo references"", 'countryball', 'Kaliningrad General', 'animation', 'polandball', 'sr pelo', 'country ball', 'poland', 'polska', 'history of', 'historia polski']",1,UC9QD_dMGJ5bhlDDYV-9EFrw,PT5M1S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,XMBhjDpJg24
